Prospecto,Semana,Verificado,Oe,PrioridadProspecto,Canal
2129,14,No,,Prioridad Media,Organico
2130,14,Si,18,Prioridad Alta,AdWords
2131,14,Si,6,Prioridad Alta,AdWords
2132,14,Si,6,Prioridad Alta,Instagram
2133,14,Si,5,Prioridad Media,Facebook
2134,14,No,,Prioridad Alta,Organico
2135,14,Si,7,Prioridad Alta,Organico
2136,14,Si,6,Prioridad Alta,Instagram
2137,14,No,,Prioridad Alta,Instagram
2138,14,Si,13,Prioridad Alta,Organico
2139,14,No,,Prioridad Baja,Instagram
2140,14,Si,5,Prioridad Alta,AdWords
2141,14,Si,15,Prioridad Alta,Facebook
2142,14,Si,21,Prioridad Alta,Facebook
2143,14,No,,Prioridad Alta,Organico
2144,14,No,,Prioridad Media,Instagram
2145,14,Si,20,Prioridad Media,AdWords
2146,14,No,,Prioridad Baja,AdWords
2147,14,No,,Prioridad Media,AdWords
2148,14,No,,Prioridad Baja,Instagram
2149,14,Si,7,Prioridad Alta,AdWords
2150,14,No,,Prioridad Alta,Facebook
2151,14,Si,1,Prioridad Media,Instagram
2152,14,Si,10,Prioridad Alta,Facebook
2153,14,Si,5,Prioridad Baja,Instagram
2154,14,No,,Prioridad Baja,Organico
2155,14,Si,4,Prioridad Alta,Organico
2156,14,No,,Prioridad Alta,Instagram
2157,15,No,,Prioridad Baja,Instagram
2158,15,No,,Prioridad Media,AdWords
2159,15,No,,Prioridad Alta,AdWords
2160,15,No,,Prioridad Media,Instagram
2161,15,No,,Prioridad Baja,AdWords
2162,15,Si,21,Prioridad Media,Instagram
2163,15,Si,1,Prioridad Alta,AdWords
2164,15,No,,Prioridad Media,AdWords
2165,15,Si,4,Prioridad Alta,Instagram
2166,15,No,,Prioridad Media,AdWords
2167,15,No,,Prioridad Baja,AdWords
2168,15,No,,Prioridad Alta,Organico
2169,15,No,,Prioridad Baja,AdWords
2170,15,Si,21,Prioridad Alta,AdWords
2171,15,No,,Prioridad Baja,Organico
2172,15,No,,Prioridad Alta,Instagram
2173,15,Si,10,Prioridad Alta,AdWords
2174,15,No,,Prioridad Media,Instagram
2175,15,Si,15,Prioridad Media,Organico
2176,15,No,,Prioridad Baja,AdWords
2177,15,No,,Prioridad Alta,AdWords
2178,15,No,,Prioridad Media,AdWords
2179,15,Si,5,Prioridad Baja,AdWords
2180,15,Si,3,Prioridad Alta,Facebook
2181,15,No,,Prioridad Baja,Organico
2182,15,Si,3,Prioridad Baja,AdWords
2183,15,Si,5,Prioridad Alta,AdWords
2184,15,Si,4,Prioridad Baja,AdWords
2185,15,No,,Prioridad Alta,AdWords
2186,15,Si,5,Prioridad Alta,Instagram
2187,15,No,,Prioridad Media,Facebook
2188,15,No,,Prioridad Alta,Instagram
2189,15,Si,3,Prioridad Alta,Instagram
2190,15,No,,Prioridad Alta,Instagram
2191,15,No,,Prioridad Media,Facebook
2192,15,No,,Prioridad Media,Facebook
2193,15,Si,5,Prioridad Alta,Organico
2194,15,No,,Prioridad Alta,Organico
2195,15,No,,Prioridad Media,Facebook
2196,15,No,,Prioridad Alta,Instagram
2197,15,No,,Prioridad Alta,Organico
2198,15,No,,Prioridad Baja,Facebook
2199,15,Si,1,Prioridad Alta,AdWords
2200,15,No,,Prioridad Alta,Organico
2201,15,No,,Prioridad Media,Instagram
2202,15,No,,Prioridad Baja,Organico
2203,15,No,,Prioridad Baja,AdWords
2204,15,Si,3,Prioridad Alta,AdWords
2205,15,No,,Prioridad Alta,Organico
2206,15,No,,Prioridad Media,AdWords
2207,15,No,,Prioridad Alta,AdWords
2208,15,Si,6,Prioridad Alta,Organico
2209,15,No,,Prioridad Alta,AdWords
2210,15,Si,11,Prioridad Alta,Organico
2211,15,Si,2,Prioridad Media,Organico
2212,15,No,,Prioridad Media,Instagram
2213,15,Si,6,Prioridad Alta,Instagram
2214,15,Si,2,Prioridad Alta,Instagram
2215,15,No,,Prioridad Alta,Organico
2216,15,Si,20,Prioridad Alta,Facebook
2217,15,No,,Prioridad Media,Instagram
2218,15,No,,Prioridad Baja,Instagram
2219,15,No,,Prioridad Alta,Facebook
2220,15,No,,Prioridad Baja,AdWords
2221,15,Si,6,Prioridad Alta,Instagram
2222,15,No,,Prioridad Alta,AdWords
2223,15,Si,18,Prioridad Alta,AdWords
2224,15,Si,4,Prioridad Alta,Organico
2225,15,Si,6,Prioridad Alta,AdWords
2226,15,No,,Prioridad Media,Facebook
2227,15,No,,Prioridad Alta,Organico
2228,15,No,,Prioridad Baja,Organico
2229,15,No,,Prioridad Baja,Facebook
2230,15,No,,Prioridad Baja,Organico
2231,15,Si,6,Prioridad Alta,Organico
2232,15,Si,2,Prioridad Alta,Organico
2233,15,Si,6,Prioridad Alta,Instagram
2234,15,Si,3,Prioridad Alta,AdWords
2235,15,No,,Prioridad Alta,Organico
2236,15,No,,Prioridad Baja,AdWords
2237,15,Si,7,Prioridad Alta,AdWords
2238,15,No,,Prioridad Baja,Organico
2239,15,No,,Prioridad Baja,AdWords
2240,15,Si,1,Prioridad Alta,Instagram
2241,15,Si,6,Prioridad Alta,AdWords
2242,15,No,,Prioridad Media,AdWords
2243,15,Si,7,Prioridad Media,Instagram
2244,15,No,,Prioridad Media,Organico
2245,15,No,,Prioridad Media,Instagram
2246,15,Si,7,Prioridad Baja,AdWords
2247,15,No,,Prioridad Media,AdWords
2248,15,No,,Prioridad Media,Facebook
2249,15,No,,Prioridad Alta,AdWords
2250,15,No,,Prioridad Media,Organico
2251,15,No,,Prioridad Media,AdWords
2252,15,No,,Prioridad Alta,Organico
2253,15,Si,17,Prioridad Alta,Organico
2254,15,Si,1,Prioridad Alta,Organico
2255,15,Si,4,Prioridad Alta,Instagram
2256,15,Si,6,Prioridad Media,Instagram
2257,15,No,,Prioridad Media,AdWords
2258,15,No,,Prioridad Alta,Facebook
2259,15,Si,7,Prioridad Baja,Organico
2260,15,Si,1,Prioridad Alta,Organico
2261,15,No,,Prioridad Media,Organico
2262,15,Si,1,Prioridad Media,AdWords
2263,15,Si,7,Prioridad Alta,Instagram
2264,15,No,,Prioridad Baja,Instagram
2265,15,Si,16,Prioridad Alta,Instagram
2266,15,No,,Prioridad Baja,AdWords
2267,15,Si,2,Prioridad Alta,AdWords
2268,15,No,,Prioridad Alta,Organico
2269,15,Si,11,Prioridad Alta,Instagram
2270,15,No,,Prioridad Media,Instagram
2271,15,No,,Prioridad Alta,Instagram
2272,15,No,,Prioridad Media,AdWords
2273,15,Si,1,Prioridad Alta,Organico
2274,15,No,,Prioridad Baja,AdWords
2275,15,Si,1,Prioridad Alta,Organico
2276,15,No,,Prioridad Baja,Instagram
2277,15,Si,3,Prioridad Alta,Instagram
2278,15,No,,Prioridad Alta,Organico
2279,15,No,,Prioridad Alta,AdWords
2280,15,Si,9,Prioridad Alta,Facebook
2281,15,No,,Prioridad Media,Organico
2282,15,Si,2,Prioridad Baja,AdWords
2283,15,No,,Prioridad Media,AdWords
2284,15,Si,3,Prioridad Alta,Organico
2285,15,Si,7,Prioridad Alta,Instagram
2286,15,Si,8,Prioridad Media,Facebook
2287,15,Si,2,Prioridad Alta,Instagram
2288,15,No,,Prioridad Media,Organico
2289,15,No,,Prioridad Baja,Organico
2290,15,Si,9,Prioridad Alta,Instagram
2291,15,Si,4,Prioridad Alta,AdWords
2292,15,No,,Prioridad Baja,AdWords
2293,15,Si,14,Prioridad Alta,Organico
2294,15,No,,Prioridad Media,Organico
2295,15,Si,19,Prioridad Media,Organico
2296,15,Si,2,Prioridad Alta,Instagram
2297,15,No,,Prioridad Media,Instagram
2298,15,Si,8,Prioridad Alta,AdWords
2299,15,Si,10,Prioridad Alta,Organico
2300,15,Si,20,Prioridad Alta,Facebook
2301,15,No,,Prioridad Alta,Organico
2302,15,No,,Prioridad Baja,AdWords
2303,15,No,,Prioridad Baja,Instagram
2304,15,No,,Prioridad Baja,Instagram
2305,15,Si,7,Prioridad Alta,AdWords
2306,15,Si,17,Prioridad Alta,Instagram
2307,15,Si,7,Prioridad Alta,Organico
2308,15,No,,Prioridad Media,Facebook
2309,15,No,,Prioridad Baja,Instagram
2310,15,No,,Prioridad Media,Instagram
2311,15,No,,Prioridad Media,AdWords
2312,15,No,,Prioridad Alta,Instagram
2313,15,Si,6,Prioridad Baja,AdWords
2314,15,No,,Prioridad Alta,Instagram
2315,15,Si,19,Prioridad Baja,Organico
2316,15,No,,Prioridad Alta,Organico
2317,15,No,,Prioridad Baja,AdWords
2318,15,No,,Prioridad Media,Organico
2319,15,No,,Prioridad Media,Instagram
2320,15,No,,Prioridad Alta,AdWords
2321,15,No,,Prioridad Media,Organico
2322,15,Si,4,Prioridad Alta,Facebook
2323,15,No,,Prioridad Alta,Instagram
2324,15,No,,Prioridad Media,AdWords
2325,15,No,,Prioridad Baja,AdWords
2326,15,No,,Prioridad Baja,Organico
2327,15,Si,3,Prioridad Alta,AdWords
2328,15,Si,19,Prioridad Alta,Facebook
2329,15,No,,Prioridad Media,Instagram
2330,15,No,,Prioridad Media,AdWords
2331,15,No,,Prioridad Alta,Organico
2332,15,Si,1,Prioridad Alta,Organico
2333,15,No,,Prioridad Media,Organico
2334,15,Si,3,Prioridad Alta,Organico
2335,15,No,,Prioridad Baja,AdWords
2336,15,No,,Prioridad Media,AdWords
2337,15,Si,11,Prioridad Alta,Instagram
2338,15,No,,Prioridad Baja,Instagram
2339,15,Si,16,Prioridad Media,Organico
2340,15,Si,1,Prioridad Media,AdWords
2341,15,No,,Prioridad Media,Organico
2342,15,No,,Prioridad Alta,AdWords
2343,15,Si,16,Prioridad Alta,Instagram
2344,15,No,,Prioridad Media,Facebook
2345,15,Si,17,Prioridad Alta,Organico
2346,15,No,,Prioridad Baja,AdWords
2347,15,Si,6,Prioridad Alta,Organico
2348,15,No,,Prioridad Alta,AdWords
2349,15,No,,Prioridad Baja,Instagram
2350,15,No,,Prioridad Baja,AdWords
2351,15,Si,18,Prioridad Alta,Organico
2352,15,No,,Prioridad Baja,Facebook
2353,15,Si,5,Prioridad Alta,Instagram
2354,15,Si,1,Prioridad Media,Facebook
2355,15,Si,19,Prioridad Alta,Instagram
2356,15,No,,Prioridad Baja,Organico
2357,15,Si,7,Prioridad Alta,Instagram
2358,15,Si,5,Prioridad Alta,Instagram
2359,15,Si,2,Prioridad Alta,Instagram
2360,15,Si,1,Prioridad Alta,Organico
2361,15,No,,Prioridad Media,AdWords
2362,15,Si,5,Prioridad Alta,Organico
2363,15,Si,13,Prioridad Alta,Instagram
2364,15,Si,21,Prioridad Alta,AdWords
2365,15,Si,6,Prioridad Alta,Facebook
2366,15,Si,3,Prioridad Alta,Facebook
2367,15,Si,1,Prioridad Alta,Facebook
2368,15,Si,5,Prioridad Alta,Facebook
2369,16,No,,Prioridad Alta,Organico
2370,16,Si,4,Prioridad Alta,AdWords
2371,16,Si,6,Prioridad Alta,AdWords
2372,16,Si,7,Prioridad Alta,AdWords
2373,16,No,,Prioridad Baja,Instagram
2374,16,Si,2,Prioridad Alta,Facebook
2375,16,Si,5,Prioridad Alta,AdWords
2376,16,Si,2,Prioridad Alta,Instagram
2377,16,Si,11,Prioridad Alta,Organico
2378,16,No,,Prioridad Alta,Organico
2379,16,Si,20,Prioridad Alta,Organico
2380,16,Si,14,Prioridad Alta,Facebook
2381,16,Si,16,Prioridad Alta,AdWords
2382,16,No,,Prioridad Media,AdWords
2383,16,No,,Prioridad Baja,Instagram
2384,16,Si,5,Prioridad Alta,AdWords
2385,16,Si,1,Prioridad Baja,AdWords
2386,16,No,,Prioridad Media,Organico
2387,16,Si,5,Prioridad Alta,Instagram
2388,16,No,,Prioridad Alta,AdWords
2389,16,Si,19,Prioridad Alta,Facebook
2390,16,No,,Prioridad Media,Organico
2391,16,Si,1,Prioridad Alta,Organico
2392,16,Si,7,Prioridad Alta,Organico
2393,16,Si,6,Prioridad Media,Organico
2394,16,Si,1,Prioridad Alta,AdWords
2395,16,Si,2,Prioridad Baja,AdWords
2396,16,Si,6,Prioridad Alta,Organico
2397,16,Si,13,Prioridad Alta,AdWords
2398,16,Si,20,Prioridad Alta,Instagram
2399,16,Si,4,Prioridad Alta,AdWords
2400,16,No,,Prioridad Alta,Organico
2401,16,No,,Prioridad Alta,Instagram
2402,16,Si,5,Prioridad Alta,AdWords
2403,16,No,,Prioridad Baja,Instagram
2404,16,Si,6,Prioridad Alta,Organico
2405,16,No,,Prioridad Baja,AdWords
2406,16,No,,Prioridad Baja,AdWords
2407,16,No,,Prioridad Baja,AdWords
2408,16,No,,Prioridad Alta,Organico
2409,16,Si,3,Prioridad Alta,Facebook
2410,16,No,,Prioridad Alta,Facebook
2411,16,Si,4,Prioridad Baja,Organico
2412,16,Si,3,Prioridad Alta,AdWords
2413,16,No,,Prioridad Media,Organico
2414,16,Si,5,Prioridad Alta,AdWords
2415,16,Si,5,Prioridad Baja,Instagram
2416,16,No,,Prioridad Media,Instagram
2417,16,Si,3,Prioridad Alta,AdWords
2418,16,Si,4,Prioridad Alta,Instagram
2419,16,No,,Prioridad Alta,Organico
2420,16,No,,Prioridad Alta,Instagram
2421,16,Si,2,Prioridad Media,Facebook
2422,16,Si,5,Prioridad Alta,Organico
2423,16,No,,Prioridad Media,AdWords
2424,16,Si,1,Prioridad Alta,Organico
2425,16,No,,Prioridad Media,Organico
2426,16,Si,8,Prioridad Alta,Organico
2427,16,Si,3,Prioridad Alta,Organico
2428,16,No,,Prioridad Baja,Instagram
2429,16,No,,Prioridad Baja,Facebook
2430,16,No,,Prioridad Baja,AdWords
2431,16,No,,Prioridad Baja,Organico
2432,16,Si,13,Prioridad Baja,Instagram
2433,16,Si,4,Prioridad Alta,Instagram
2434,16,Si,8,Prioridad Alta,Organico
2435,16,No,,Prioridad Media,Organico
2436,16,Si,17,Prioridad Alta,AdWords
2437,16,Si,3,Prioridad Alta,Facebook
2438,16,No,,Prioridad Alta,Instagram
2439,16,Si,6,Prioridad Alta,AdWords
2440,16,No,,Prioridad Media,Instagram
2441,16,No,,Prioridad Baja,AdWords
2442,16,Si,17,Prioridad Alta,Organico
2443,16,No,,Prioridad Media,Organico
2444,16,Si,2,Prioridad Media,Instagram
2445,16,No,,Prioridad Baja,Instagram
2446,16,No,,Prioridad Media,Organico
2447,16,Si,1,Prioridad Media,Facebook
2448,16,No,,Prioridad Alta,Facebook
2449,16,No,,Prioridad Baja,Organico
2450,16,Si,2,Prioridad Alta,Instagram
2451,16,No,,Prioridad Baja,AdWords
2452,16,Si,3,Prioridad Baja,Instagram
2453,16,Si,7,Prioridad Media,AdWords
2454,16,Si,1,Prioridad Alta,Organico
2455,16,No,,Prioridad Media,AdWords
2456,16,Si,4,Prioridad Alta,Organico
2457,16,No,,Prioridad Baja,AdWords
2458,16,No,,Prioridad Media,Organico
2459,16,No,,Prioridad Baja,AdWords
2460,16,No,,Prioridad Media,Instagram
2461,16,No,,Prioridad Alta,Instagram
2462,16,No,,Prioridad Media,Organico
2463,16,Si,21,Prioridad Alta,Organico
2464,16,Si,1,Prioridad Media,Organico
2465,16,No,,Prioridad Alta,Organico
2466,16,Si,17,Prioridad Alta,Facebook
2467,16,No,,Prioridad Alta,AdWords
2468,16,Si,21,Prioridad Alta,AdWords
2469,16,No,,Prioridad Baja,Instagram
2470,16,No,,Prioridad Baja,Organico
2471,16,No,,Prioridad Media,AdWords
2472,16,Si,6,Prioridad Alta,Instagram
2473,16,No,,Prioridad Media,AdWords
2474,16,Si,1,Prioridad Media,Instagram
2475,16,No,,Prioridad Baja,Organico
2476,16,Si,15,Prioridad Alta,Organico
2477,16,No,,Prioridad Media,AdWords
2478,16,No,,Prioridad Media,Organico
2479,16,No,,Prioridad Media,Organico
2480,16,Si,1,Prioridad Alta,Instagram
2481,16,No,,Prioridad Baja,Instagram
2482,16,No,,Prioridad Alta,Instagram
2483,16,Si,4,Prioridad Alta,AdWords
2484,16,No,,Prioridad Baja,Instagram
2485,16,No,,Prioridad Alta,Instagram
2486,16,No,,Prioridad Media,Instagram
2487,16,Si,6,Prioridad Alta,Facebook
2488,16,Si,3,Prioridad Media,Organico
2489,16,No,,Prioridad Baja,Instagram
2490,16,No,,Prioridad Baja,Organico
2491,16,No,,Prioridad Media,Instagram
2492,16,No,,Prioridad Media,Facebook
2493,16,Si,4,Prioridad Media,Organico
2494,16,Si,2,Prioridad Media,AdWords
2495,16,No,,Prioridad Baja,Instagram
2496,16,No,,Prioridad Baja,Instagram
2497,16,Si,7,Prioridad Alta,Facebook
2498,16,No,,Prioridad Baja,AdWords
2499,16,No,,Prioridad Media,Organico
2500,16,No,,Prioridad Alta,AdWords
2501,16,No,,Prioridad Media,Organico
2502,16,No,,Prioridad Alta,Organico
2503,16,No,,Prioridad Media,AdWords
2504,16,No,,Prioridad Baja,AdWords
2505,16,Si,3,Prioridad Alta,Organico
2506,16,Si,3,Prioridad Alta,Instagram
2507,16,No,,Prioridad Alta,Instagram
2508,16,Si,20,Prioridad Alta,AdWords
2509,16,Si,11,Prioridad Alta,Instagram
2510,16,No,,Prioridad Media,Organico
2511,16,Si,4,Prioridad Baja,AdWords
2512,16,No,,Prioridad Media,Instagram
2513,16,Si,5,Prioridad Baja,AdWords
2514,16,No,,Prioridad Alta,Instagram
2515,16,No,,Prioridad Media,Organico
2516,16,Si,7,Prioridad Alta,Instagram
2517,16,Si,3,Prioridad Media,Facebook
2518,16,No,,Prioridad Media,Organico
2519,16,No,,Prioridad Media,Organico
2520,16,No,,Prioridad Alta,Facebook
2521,16,Si,4,Prioridad Alta,Organico
2522,16,Si,1,Prioridad Alta,Instagram
2523,16,Si,7,Prioridad Alta,Instagram
2524,16,No,,Prioridad Alta,Organico
2525,16,No,,Prioridad Alta,Organico
2526,16,No,,Prioridad Alta,Organico
2527,16,No,,Prioridad Alta,Organico
2528,16,No,,Prioridad Baja,Instagram
2529,16,Si,5,Prioridad Alta,AdWords
2530,16,No,,Prioridad Media,Facebook
2531,16,No,,Prioridad Media,Organico
2532,16,Si,5,Prioridad Alta,Facebook
2533,16,No,,Prioridad Alta,Organico
2534,16,Si,8,Prioridad Baja,AdWords
2535,16,No,,Prioridad Media,Instagram
2536,16,Si,21,Prioridad Alta,AdWords
2537,16,No,,Prioridad Alta,Organico
2538,16,No,,Prioridad Alta,AdWords
2539,16,No,,Prioridad Media,AdWords
2540,16,Si,17,Prioridad Alta,Organico
2541,16,Si,6,Prioridad Alta,AdWords
2542,16,No,,Prioridad Baja,Organico
2543,16,No,,Prioridad Media,Organico
2544,16,No,,Prioridad Baja,Facebook
2545,16,No,,Prioridad Media,Instagram
2546,16,Si,4,Prioridad Alta,AdWords
2547,16,Si,18,Prioridad Alta,Organico
2548,16,No,,Prioridad Baja,Instagram
2549,16,No,,Prioridad Media,Facebook
2550,16,No,,Prioridad Baja,Organico
2551,16,No,,Prioridad Baja,Organico
2552,16,No,,Prioridad Media,Facebook
2553,16,No,,Prioridad Baja,AdWords
2554,16,No,,Prioridad Alta,Organico
2555,16,Si,20,Prioridad Alta,AdWords
2556,16,Si,2,Prioridad Alta,Instagram
2557,16,Si,9,Prioridad Alta,Instagram
2558,16,Si,2,Prioridad Alta,Instagram
2559,16,Si,17,Prioridad Media,Instagram
2560,16,Si,11,Prioridad Alta,Instagram
2561,16,Si,16,Prioridad Alta,Instagram
2562,16,Si,5,Prioridad Alta,Instagram
2563,16,Si,19,Prioridad Media,Instagram
2564,16,Si,7,Prioridad Baja,Instagram
2565,16,Si,5,Prioridad Alta,Instagram
2566,17,Si,2,Prioridad Alta,Organico
2567,17,No,,Prioridad Media,Organico
2568,17,No,,Prioridad Alta,Organico
2569,17,Si,16,Prioridad Alta,Organico
2570,17,No,,Prioridad Alta,Organico
2571,17,No,,Prioridad Media,Instagram
2572,17,No,,Prioridad Media,Instagram
2573,17,Si,5,Prioridad Alta,Organico
2574,17,Si,7,Prioridad Alta,Facebook
2575,17,Si,21,Prioridad Alta,AdWords
2576,17,No,,Prioridad Baja,Organico
2577,17,Si,2,Prioridad Alta,AdWords
2578,17,No,,Prioridad Media,Instagram
2579,17,Si,6,Prioridad Alta,Instagram
2580,17,Si,5,Prioridad Alta,Instagram
2581,17,Si,8,Prioridad Alta,Instagram
2582,17,No,,Prioridad Media,Organico
2583,17,No,,Prioridad Media,AdWords
2584,17,No,,Prioridad Baja,Facebook
2585,17,Si,13,Prioridad Alta,Organico
2586,17,Si,17,Prioridad Alta,Organico
2587,17,No,,Prioridad Alta,Organico
2588,17,Si,2,Prioridad Media,AdWords
2589,17,Si,19,Prioridad Alta,Instagram
2590,17,Si,17,Prioridad Media,Facebook
2591,17,Si,5,Prioridad Alta,Organico
2592,17,Si,4,Prioridad Alta,AdWords
2593,17,Si,4,Prioridad Alta,Organico
2594,17,Si,5,Prioridad Alta,Organico
2595,17,No,,Prioridad Baja,Facebook
2596,17,No,,Prioridad Alta,AdWords
2597,17,No,,Prioridad Baja,Instagram
2598,17,No,,Prioridad Media,AdWords
2599,17,No,,Prioridad Alta,Instagram
2600,17,No,,Prioridad Baja,Facebook
2601,17,No,,Prioridad Alta,Organico
2602,17,No,,Prioridad Alta,Instagram
2603,17,Si,12,Prioridad Alta,Facebook
2604,17,No,,Prioridad Alta,Instagram
2605,17,No,,Prioridad Alta,Organico
2606,17,No,,Prioridad Baja,AdWords
2607,17,No,,Prioridad Baja,Organico
2608,17,No,,Prioridad Media,Organico
2609,17,No,,Prioridad Media,AdWords
2610,17,No,,Prioridad Alta,Facebook
2611,17,No,,Prioridad Alta,Instagram
2612,17,No,,Prioridad Media,Facebook
2613,17,No,,Prioridad Alta,AdWords
2614,17,No,,Prioridad Alta,Instagram
2615,17,No,,Prioridad Alta,AdWords
2616,17,Si,1,Prioridad Alta,Organico
2617,17,No,,Prioridad Alta,Instagram
2618,17,No,,Prioridad Alta,Instagram
2619,17,No,,Prioridad Alta,Organico
2620,17,No,,Prioridad Alta,Instagram
2621,17,Si,5,Prioridad Alta,Organico
2622,17,No,,Prioridad Alta,Instagram
2623,17,No,,Prioridad Baja,Organico
2624,17,Si,6,Prioridad Alta,Organico
2625,17,No,,Prioridad Baja,Instagram
2626,17,No,,Prioridad Media,Instagram
2627,17,No,,Prioridad Alta,AdWords
2628,17,No,,Prioridad Alta,Organico
2629,17,Si,7,Prioridad Alta,Organico
2630,17,Si,18,Prioridad Alta,Facebook
2631,17,Si,16,Prioridad Alta,Instagram
2632,17,Si,7,Prioridad Alta,Organico
2633,17,Si,7,Prioridad Baja,AdWords
2634,17,Si,16,Prioridad Media,Instagram
2635,17,Si,8,Prioridad Baja,Facebook
2636,17,Si,11,Prioridad Alta,Instagram
2637,17,No,,Prioridad Alta,Organico
2638,17,Si,6,Prioridad Alta,Facebook
2639,17,Si,3,Prioridad Alta,AdWords
2640,17,No,,Prioridad Alta,Facebook
2641,17,Si,1,Prioridad Baja,Instagram
2642,17,Si,9,Prioridad Baja,Instagram
2643,17,No,,Prioridad Baja,AdWords
2644,17,No,,Prioridad Baja,Organico
2645,17,Si,5,Prioridad Alta,Organico
2646,17,Si,7,Prioridad Baja,AdWords
2647,17,Si,7,Prioridad Alta,Organico
2648,17,No,,Prioridad Alta,Instagram
2649,17,No,,Prioridad Media,AdWords
2650,17,No,,Prioridad Media,Organico
2651,17,Si,1,Prioridad Alta,Organico
2652,17,Si,15,Prioridad Media,Instagram
2653,17,No,,Prioridad Alta,Organico
2654,17,Si,16,Prioridad Alta,Organico
2655,17,No,,Prioridad Baja,Organico
2656,17,Si,1,Prioridad Alta,AdWords
2657,17,No,,Prioridad Baja,Organico
2658,17,Si,6,Prioridad Alta,Organico
2659,17,Si,15,Prioridad Media,Instagram
2660,17,Si,13,Prioridad Baja,AdWords
2661,17,Si,17,Prioridad Alta,Facebook
2662,17,No,,Prioridad Alta,Facebook
2663,17,No,,Prioridad Baja,Instagram
2664,17,Si,2,Prioridad Media,Facebook
2665,17,Si,6,Prioridad Alta,AdWords
2666,17,No,,Prioridad Alta,Organico
2667,17,No,,Prioridad Media,AdWords
2668,17,No,,Prioridad Alta,Organico
2669,17,Si,5,Prioridad Alta,Instagram
2670,17,No,,Prioridad Baja,Instagram
2671,17,Si,7,Prioridad Media,AdWords
2672,17,No,,Prioridad Alta,Organico
2673,17,No,,Prioridad Media,Organico
2674,17,Si,4,Prioridad Alta,Instagram
2675,17,Si,21,Prioridad Alta,AdWords
2676,17,Si,7,Prioridad Alta,Organico
2677,17,No,,Prioridad Baja,Organico
2678,17,No,,Prioridad Alta,Instagram
2679,17,Si,5,Prioridad Alta,AdWords
2680,17,Si,9,Prioridad Media,AdWords
2681,17,No,,Prioridad Media,Organico
2682,17,No,,Prioridad Media,AdWords
2683,17,Si,4,Prioridad Alta,Instagram
2684,17,No,,Prioridad Baja,AdWords
2685,17,Si,4,Prioridad Alta,Instagram
2686,17,Si,6,Prioridad Alta,Instagram
2687,17,No,,Prioridad Baja,Instagram
2688,17,No,,Prioridad Baja,Organico
2689,17,No,,Prioridad Baja,Organico
2690,17,No,,Prioridad Media,Organico
2691,17,No,,Prioridad Alta,Organico
2692,17,No,,Prioridad Media,AdWords
2693,17,Si,14,Prioridad Alta,Organico
2694,17,No,,Prioridad Baja,AdWords
2695,17,Si,20,Prioridad Alta,AdWords
2696,17,No,,Prioridad Baja,Instagram
2697,17,No,,Prioridad Media,AdWords
2698,17,No,,Prioridad Baja,Facebook
2699,17,No,,Prioridad Media,Facebook
2700,17,Si,5,Prioridad Media,Facebook
2701,17,Si,6,Prioridad Baja,Instagram
2702,17,Si,9,Prioridad Alta,Organico
2703,17,Si,17,Prioridad Alta,Facebook
2704,17,Si,8,Prioridad Alta,AdWords
2705,17,Si,8,Prioridad Alta,Organico
2706,17,No,,Prioridad Alta,Instagram
2707,17,Si,11,Prioridad Alta,Organico
2708,17,No,,Prioridad Alta,Organico
2709,17,No,,Prioridad Baja,Facebook
2710,17,Si,3,Prioridad Alta,Instagram
2711,17,Si,7,Prioridad Alta,Instagram
2712,17,Si,15,Prioridad Alta,Facebook
2713,17,No,,Prioridad Media,AdWords
2714,17,Si,2,Prioridad Alta,AdWords
2715,17,Si,2,Prioridad Media,Facebook
2716,17,No,,Prioridad Media,Instagram
2717,17,No,,Prioridad Alta,Organico
2718,17,Si,5,Prioridad Alta,AdWords
2719,17,No,,Prioridad Alta,Organico
2720,17,No,,Prioridad Baja,AdWords
2721,17,Si,3,Prioridad Alta,Organico
2722,17,Si,5,Prioridad Baja,Organico
2723,17,Si,17,Prioridad Alta,Facebook
2724,17,Si,6,Prioridad Media,Facebook
2725,17,No,,Prioridad Baja,Organico
2726,17,Si,5,Prioridad Alta,Instagram
2727,17,No,,Prioridad Alta,Instagram
